GRB	GCN	Telescope
100424A	10690	8m-Gemini-North-NIRI
100424A	10692	8m-Gemini-North-NIRI
100424A	10693	CrAO/-AZT-11
100424A	14291	Keck-I-LRIS
100425A	10689	Swift/UVOT
100425A	10683	La-silla/-2.2m-MPI/ESO
100508A	10734	La-silla/2.2m-MPI/ESO
100508A	10736	Swift/UVOT
100508A	10730	Swift/UVOT
100513A	10752	8m-Gemini-North-GMOS
100513A	10750	Lick/Nickel-40-inch
100513A	10748	SARA-North-0.9m
100513A	10820	CrAO/Shajn
100513A	10774	Akeno/MITSuME-50cm
100513A	10758	2m-Faulkes-south
100513A	10757	2m-Faulkes-south
100513A	10756	Swift/UVOT
100513A	10755	30cm-University_of_Miyazaki
100518A	10781	Swift/UVOT
100518A	10782	La-silla/2.2m-MPI/ESO
100518A	10779	2m-Faulkes-north
100518A	10778	0.6m-Yock-Allen-robotic
100518A	10776	2m-Faulkes
100615A	10856	Swift/UVOT
100615A	10858	Swift/UVOT
100615A	14264	HST
100615A	10861	8m-Gemini-North-NIRI
100615A	10844	La-silla/2.2m-ESO/MPI
100615A	10843	1.3m-PAIRITEL-Mt.-Hopkins
100615A	10842	La-silla/3.5m-NTT
100621A	10880	Mt.John/MOA-II-1.8m
100621A	10881	SAAO/IRSF-1.4m
100621A	10874	la-silla/2.2m-MPI/ESO
100621A	10878	Swift/UVOT
100621A	10922	Swift/UVOT
100621A	10923	Swift/UVOT
100724A	10969	La-silla/2.2m-ESO/MPI
100724A	10973	Swift/UVOT
100728A	11020	La-silla/2.2m-MPI/ESO
100728A	11007	Lick/KAIT,Lick/1.0m-Nickel
100728A	11008	CTIO/16"-PROMPT
100728A	11016	Swift/UVOT
100728B	11026	Swift/UVOT
100728B	11045	ISON-NM-0.45m
100728B	11025	Lick/Nickel-40-inch
100728B	11024	Lick-KAIT
100728B	11013	La-silla/2.2m-MPI/ESO
100728B	11029	Swift/UVOT
100728B	11028	Swift/UVOT
100814A	11100	Swift/UVOT
100814A	11153	Maidanak/AZT-22
100814A	11133	ISON-NM-0.45m
100814A	11129	ISON-NM-0.45m
100814A	11122	2m-Liverpool
100814A	11118	Lulin-One-m
100814A	11093	McDonald/-2.1m
100814A	11091	La-silla/2.2m-MPI/ESO
100814A	11090	Teide/0.82m-IAC80
100814A	11089	Magellan-Clay-MagE
100814A	11088	Swift/UVOT
100814A	11095	Swift/UVOT
100814A	11097	Swift/UVOT
100814A	11107	Swift/UVOT
100814A	11234	ISON-NM-0.45m
100816A	11117	Lulin-One-m
100816A	11108	McDonald/2.1m
100816A	11112	1.23m-Calar-Alto
100816A	11106	TAROT-robotic-25cm
100816A	11126	OAO/MITSuME-50cm
100816A	11104	La-Palma/-Italian-3.6m-TNG
100816A	11115	Swift/UVOT
100816A	11105	MASTER-Kislovodsk
100901A	11161	MASTER-Kislovodsk
100901A	11176	Swift/UVOT
100901A	11160	Faulkes-north
100901A	11164	Gemini-North-8m
100901A	11162	Sayan/AZT-33IK
100901A	11168	Mt.Terskol/Z-600
100901A	11270	Sayan/AZT-33IK
100901A	11166	Mt.Terskol/Z-600
100901A	11258	Ishigakijima-Astronomical-Observatory/Murikabushi-1m
100901A	11255	CrAO/AZT-11
100901A	11246	TLS-1.34m-Schmidt
100901A	11236	TLS-1.34m-Schmidt
100901A	11212	Ishigakijima-Astronomical-Observatory/Murikabushi-1m
100901A	11205	Ishigakijima-Astronomical-Observatory/Murikabushi-1m
100901A	11201	Mt.Terskol/Z-600
100901A	11200	Mt.Terskol/Zeiss-2000,Mt.Terskol/Meade-35
100901A	11198	Rodeo/Lightbuckets-0.61m-rental-LB-0001
100901A	11197	IAO/-2m-HCT
100901A	11191	Mt.-Terskol/Z-600
100901A	11266	Maidanak/AZT-22
100901A	11189	MITSuME-50cm
100901A	11184	ISON-NM/0.45m
100901A	11180	Observatorio-de-Sierra-Nevada/1.5m
100901A	11179	SSO/ROTSE-3a
100901A	11178	MASTER-Tunka
100901A	11177	Ljubljana/-0.7m-Vega
100901A	11175	IAO/2m.-HCT
100901A	11174	0.9m-SARA-North
100901A	11190	Hiroshima-University/1.5m-Kanata
100901A	11173	Taurus-Hill/C-14-SBIG-ST-8XME
100901A	11172	MITSuME-50cm
100905A	11225	Ishigakijima-Astronomical-Observatory/-Murikabushi-1m
100905A	11224	MITSuME-50cm
100905A	11220	Observatorio-de-Sierra-Nevada-1.5m
100905A	11215	Faulkes-north
100905A	11237	Swift/UVOT
100905A	11216	MASTER-II-Tunka
100906A	11249	Ishigakijima-Astronomical-Observatory/-Murikabushi-1m
100906A	11340	Ondrejov/0.5m-D50
100906A	11395	UAO/GAS-250,Mondy/AZT-14,Mt.Terskol/Zeiss-2000,Mt.Terskol/Zeiss-600,CrAO/Shajn,Maidanak/AZT-22
100906A	11267	Mt.Terskol/-Zeiss-2000
100906A	11254	Russian-Turkish-1.5m
100906A	11253	"PlaneWave-CDK-17""-F6.8"
100906A	11252	60/90cm-Schmidt
100906A	11247	1.34m-TLS-Schmidt
100906A	11228	MASTER-Tunka,Blagoveschensk
100906A	11240	MITSuME-50cm
100906A	11239	Ondrejov-65cm
100906A	11238	1.34m-TLS-Schmidt
100906A	11235	MASTER-Tunka
100906A	11231	MASTER-Tunka,Blagoveschensk
100906A	11230	Gemini-North-GMOS
100906A	11229	Faulkes-north
100906A	11242	Swift/UVOT
100906A	11245	Virtual-0.36m-f/8.7
101219B	11575	Swift/UVOT
101219B	11576	Swift/UVOT
101219B	11516	Swift/UVOT
101219B	11478	La-silla/2.2m-MPI/ESO
101219B	11578	GROND
101219B	11482	Swift/UVOT
101225A	11499	Swift/UVOT
101225A	11522	10m-Keck-I
101225A	11494	Mt.Terskol-Zeiss-600
101225A	11495	NOT-StanCam
101225A	11496	NOT-StanCam
101225A	11502	4.2m-William-Herschel
101225A	11508	NOT-StanCam-or-ALFOSC
101225A	11563	NOT
101225A	11519	NOT+ALFOSC
101225A	11594	McDonald-2.1m
110106B	11534	William-Herschel
110106B	11537	2m-Liverpool
110106B	11548	MASTER-II-Kislovodsk
110106B	11552	**WARNING**
110106B	11555	**WARNING**
110106B	11528	Xinglong-TNT
110128A	11605	2.5m-NOT
110128A	11612	Swift/UVOT
110128A	11618	MITSuME-50cm
110128A	11608	4.2-William-Herschel
110128A	11604	TAROT-robotic-25cm
110205A	11726	60/90cm-Schmidt
110205A	11696	Calar-alto/2.2m-CAFOS
110205A	11672	Sayan/-AZT-33IK
110205A	11670	IAO/2m-HCT
110205A	11655	Rodeo/Lightbuckets-0.61m-rental-LB-0001
110205A	11653	Lulin-1m
110205A	11652	Ishigakijima-Astronomical-observatory/Murikabushi-1m
110205A	11647	0.5m-F/3
110205A	11630	TAROT-robotic-25cm
110205A	11635	kast-3m-Lick
110205A	11638	FLWO-1.5m
110205A	11640	2.5m-NOT
110205A	11641	Mt.-Terskol/Zeiss-600
110205A	11651	MITSuME-50cm
110205A	11645	Newcastle/0.4m-robotic
110205A	11648	Mt.-Lulin/-1.0m
110205A	11643	Mt.-Lemmon/-1.0m
110205A	11633	Liverpool
110205A	11634	Swift/UVOT
110205A	11649	Swift/UVOT
110213A	11710	Lick/0.76m-KAIT
110213A	11708	2.3m-Bok
110213A	11706	Palomar-60-inch
110213A	11713	Sayan/-AZT-33IK
110213A	11719	MITSuME-50cm
110213A	11715	Rodeo/Lightbuckets-0.61m-rental-LB-0001
110213A	11733	Yunnan-2.4m
110213A	11731	Xinglong-TNT
110213A	11718	Swift/UVOT
110213A	11730	RAPTOR
110213A	11724	MITSuME-50cm
110213B	11732	Palomar-60inch
110213B	11736	8m-Gemini-South-GMOS
110213B	11743	La-silla/2.2m-MPI/ESO
110213B	11749	Swift/UVOT
110422A	11986	CrAO/ZTSh
110422A	11979	CrAO/-AZT-11
110422A	11978	10.4m-GTC
110422A	11970	NOT+ALFOSC
110422A	11973	CrAO/-AZT-11
110422A	11972	Ishigakijima-Astronomical-Observatory/-Murikabushi-1m
110422A	11967	McDonald/-2.1m
110422A	11966	Celestron-C-14-(OTA)
110422A	11962	SAO-RAS/-Zeiss-1000
110422A	11960	MASTER-II-Tunka
110422A	11974	NOT+ALFOSC
110422A	11961	NOT+ALFOSC
110422A	12007	MASTER-II-Tunka
110422A	11969	Swift/UVOT
110503A	11994	La-palma/NOT-MOSCA
110503A	11993	10.4m-GTC
110503A	12004	Mt.-Lemmon/-1.0m
110503A	11996	2m/1.34m-Schmidt
110503A	12011	TAROT-robotic-25cm
110503A	12010	TLS-Tautenburg
110503A	12001	SARA-North-0.9m
110503A	12005	CrAO/-Shajn
110503A	12000	Swift/UVOT
110503A	12009	0.2m-f7-SCT
110715A	12164	ESO-VLT
110715A	12169	La-silla/2.2m-MPI/ESO
110715A	12162	Swift/UVOT
110726A	12199	Swift/UVOT
110726A	12251	**WARNING**
110726A	12210	CrAO/-AZT-11
110726A	12204	Ishigakijima-Astronomical-Observatory/-Murikabushi-1m
110726A	12202	Gemini-North-GMOS
110726A	12203	Swift/UVOT
110726A	12206	0.82m-IAC80
110726A	12198	2m-Liverpool
110731A	12216	Faulkes-north(hawaii),south(australia)
110731A	12226	Ishigakijima-Astronomical-Observatory/-Murikabushi-1m
110731A	12333	**WARNING**
110731A	12242	Mt-John-University-Observatory/61cm-B&C
110731A	12222	Swift/UVOT
110801A	12521	MASTER-II-Tunka,Kislovodsk
110801A	12275	Mt.Terskol/Zeiss-600
110801A	12240	Ishigakijima-Astronomical-Observatory/-Murikabushi-1m
110801A	12239	2m/1.34m-Schmidt
110801A	12238	MASTER-II-Tunka,Kislovodsk
110801A	12234	La-Palma/10.4m-GTC
110801A	12233	Ishigakijima-Astronomical-Observatory/-Murikabushi-1m
110801A	12230	2m/1.34m-Schmidt
110801A	12246	CrAO/Shajn
110801A	12236	Swift/UVOT
110808A	12264	Swift/UVOT
110818A	12286	Swift/UVOT
110918A	12366	La-silla/2.2m-MPI/ESO
110918A	12382	2m-Liverpool
110918A	12375	Roque-de-los-Muchachos/10.4m-GTC
110918A	12369	Harlingten/0.5m-Planewave
110918A	12367	Palomar-48-inch
110918A	12365	La-Palma/Isaac-Newton
110918A	12361	southern-Spain/0.3m-BOOTES-1-robotic
110918A	12458	Harlingten/0.5m-Planewave
110918A	12371	Swift/UVOT
110918A	12388	Lick/Nickel-40-inch
111005A	12417	La-silla/2.2m-MPI/ESO
111005A	12420	University_of_Tokyo-Atacama/miniTAO-1.0m-ANIR
111008A	12434	Swift/UVOT
111008A	12427	NOT-2.5m-ALFOSC
111008A	12428	2.2m-MPG/ESO
111008A	12432	Observatorio-del-Teide/82cm-IAC80
111008A	12437	University_of_Tokyo-Atacama/miniTAO-1.0m
111107A	12535	PROMPT
111107A	12536	GROND,La-silla/2.2m-MPI/ESO
111107A	12544	CTIO/PROMPT
111107A	12537	Gemini-South-8m
111107A	12540	Swift/UVOT
111117A	12577	8m-Gemini-South-GMOS
111117A	12576	CrAO/AZT-11
111117A	12563	NOT+ALFOSC
111117A	12566	Magellan/Baade-6.5m-IMACS
111117A	12567	Gemini-South-GMOS
111117A	12572	NOT+ALFOSC
111117A	12568	La-silla/2.2m-MPI/ESO
111117A	12560	2.4m-Gao-Mei-Gu
111117A	12569	Swift/UVOT
111123A	12597	Swift/UVOT
111123A	12589	2.4m-Gao-Mei-Gu-(GMG)
111123A	12591	MITSuME-50cm
111123A	12595	La-silla/2.2m-MPI/ESO
111123A	12613	CrAO/Shajn
111123A	12615	CrAO/Shajn
111123A	12659	MITSuME-50cm
111123A	14273	Keck-I-LRIS
111129A	12606	Swift/UVOT
111129A	12605	La-silla/2.2m-MPI/ESO
111209A	30995	Calar-Alto/2.2m
111209A	12647	La-silla/2.2m-ESO/MPG
111209A	12645	**WARNING**
111209A	12637	TAROT-robotic-25cm
111209A	12635	2m-Faulkes-north
111209A	12634	La-silla/-60cm-REM
111209A	12633	TAROT-robotic-25cm
111211A	12678	Swift/UVOT
111211A	12668	La-silla/2.2m-ESO/MPG
111211A	12675	NOT-StanCam
111211A	12704	Mt.Terskol/Zeiss-600
111225A	16079	10.4m-GTC
111225A	12893	**WARNING**
111225A	12803	RAPTOR
111225A	12793	CrAO/Shajn
111225A	12772	South-Alpen/Lightbuckets-0.43m-rental-LB-0002
111225A	12743	MITSuME-50cm
111225A	12740	1.0m-T100
111225A	12733	10m-Keck-I
111225A	12735	Swift/UVOT
111225A	12729	14-inch-Goddard-Robotic
111225A	12728	1.23m-CAHA
111225A	12725	Xinglong-TNT
111225A	12723	0.6m-Super-LOTIS
111225A	12722	TAROT-robotic-25cm
111225A	12721	TAROT-robotic-25cm
111225A	12730	MITSuME-50cm
111228A	12738	Xinglong-TNT
111228A	12742	TAROT-robotic
111228A	12761	Gemini-South-8m-GMOS
111228A	12745	1.04m-ARIES-NainiTal
111228A	12752	Swift/UVOT
111228A	12908	Swift/UVOT
111228A	13069	Italian-3.6m-TNG
111228A	12832	0.45m-ISON-NM
111228A	12809	1m-Mt.-Lemmon
111228A	12798	CrAO/Shajn
111228A	12792	1.3m-Devasthal-fast
111228A	12791	1m-Mt.-Lemmon
111228A	12789	MASTER-II-Blagoveschensk
111228A	12788	Hiroshima-U/Kanata
111228A	12787	Higashi-Hiroshima/1.5m-Kanata
111228A	12784	CTIO/1.3m-ANDICAM
111228A	12779	CTIO/PROMPT
111228A	12778	2.4m-Gao-Mei-Gu-(GMG)
111228A	12773	2m-Liverpool
111228A	12769	TUBITAK/1.0m-T100
111228A	12771	Palomar-60-inch
111228A	12748	1.82m-Asiago
111228A	12750	NOT-2.5m-ALFOSC
111228A	12753	82cm-IAC80
111228A	12755	MITSuME-50cm
111228A	12756	MASTER-II-Blagoveschensk
111228A	12751	"Skynet-DAO-16"""
111228A	12758	TAROT-robotic-25cm
111228A	12759	MMT-6.5m
111228A	12746	TAROT-robotic-25cm
111228A	12764	NOT-2.5m-ALFOSC
111228A	12767	2.4m-Gao-Mei-Gu-(GMG)
111228A	12768	MITSuME-50cm
111228A	12757	La-silla/2.2m-MPG/ESO
111229A	12775	La-silla/-2.2m-MPG/ESO
111229A	12777	Gemini-South-8m-GMOS
111229A	12782	2m-Faulkes-south
111229A	12783	Swift/UVOT
120119A	12892	CrAO/AZT-11
120119A	12880	Swift/UVOT
120119A	12898	1m-Mt.-Lemmon
120119A	12894	14-inch-Goddard-Robotic
120119A	12883	TAROT-robotic-25cm
120119A	12871	ISON-NM-0.45m
120119A	12881	ISON-NM/0.45m
120119A	12864	CTIO/PROMPT
120119A	12865	Gemini-South-8m-gmos
120119A	12863	La-silla/-2.2m-MPI/ESO
120119A	12882	La-silla/-60cm-robotic-REM
120119A	12861	2m-Liverpool
120119A	12878	CTIO/1.3m-ANDICAM
120119A	12867	MMT-6.5m
120326A	13114	Swift/UVOT
120326A	13160	Bassano-Bresciano/-robotic-IAU-station-565
120326A	13189	Cima-Rest/-D=508mm-F/D=5
120326A	13185	IAO/2m-HCT
120326A	13178	Schmidt-0.32m-F/3
120326A	13177	Ishigakijima-Astronomical-observatory/Murikabushi-1m
120326A	13172	Schmidt-D=320mm-F/D=3.1
120326A	13170	Ishigakijima-Astronomical-observatory/Murikabushi-1m
120326A	13192	Schmidt-0.32m-F/3
120326A	13155	Ishigakijima-Astronomical-observatory/Murikabushi-1m
120326A	13149	Xinglong-TNT
120326A	13107	TAROT-robotic-25cm
120326A	13112	Tenerife/IAC80-82cm
120326A	13150	Xinglong-TNT
120326A	13117	2.1m-Otto-Struve
120326A	13121	Lulin-1m
120326A	13113	60cm-Cichocki-robotic
120326A	13126	Observatoire-de-Maisoncelles/-30cm-F/4
120326A	13131	Xinglong-TNT
120326A	13139	1m-Mt.-Lemmon
120326A	13142	Schmidt-D=320mm-F/D=3.1
120326A	13122	2.4m-Gao-Mei-Gu-(GMG)
120326A	13111	2m-Liverpool
120327A	13164	Gingin/Zadko-100cm
120327A	13138	Swift/UVOT
120327A	13188	CTIO/-1.3m-ANDICAM
120327A	13169	Ishigakijima-Astronomical-observatory/Murikabushi-1m
120327A	13156	Ishigakijima-Astronomical-observatory/Murikabushi-1m
120327A	13140	2.1m-Otto-Struve
120327A	13133	Gemini-South-8m-GMOS
120327A	13132	La-silla/TAROT-robotic-25cm
120327A	13130	82cm-IAC80
120327A	13124	La-Silla/TAROT-robotic-25cm
120327A	13125	2m-Liverpool
120327A	13127	CTIO/-PROMPT
120327A	13128	La-silla/-REM
120327A	13129	la-silla/2.2m-MPI/ESO
120327A	13144	Boyden/Watcher-robotic
120404A	13236	Sayan/AZT-33IK
120404A	13235	ISON-Blagoveschensk/ORI-25-(0.25m),ISON-Kitab/ORI-40-(0.4m)
120404A	13234	1.04m-ARIES,Nainital
120404A	13232	CTIO/1.3m-ANDICAM
120404A	13226	Swift/UVOT
120404A	13229	2.2m-MPG/ESO
120404A	13221	Xinglong-TNT
120404A	13224	MITSuME-50cm
120404A	13213	Gemini-North-8m-GMOS
120404A	13211	MITSuME-50cm
120404A	13210	MASTER-II-Blagoveschensk
120404A	13209	2m-Faulkes-north
120404A	13230	MASTER-II-Blagoveschensk
120404A	13228	Mt-John-University/61cm-B&C
120404A	13225	Ishigakijima-Astronomical-observatory/Murikabushi-1m
120422A	13255	0.6m-Super-LOTIS
120422A	13244	2m-Faulkes-north
120422A	13245	Gemini-North-8m-GMOS
120422A	13250	Gingin/Zadko-100cm
120422A	13252	NOT-MOSCA
120422A	13248	Swift/UVOT
120422A	18183	Lick/0.76m-KAIT
120422A	13521	Kuban-State-University/-20-inch-C40
120422A	13288	50cm-Cassegrain
120422A	13279	Palomar-200inch
120422A	13276	Gemini-North-GMOS
120422A	13263	Ishigakijima-Astronomical-observatory/Murikabushi-1m
120422A	13258	RAPTOR
120422A	13256	La-silla/2.2m-MPI/ESO
120422A	13253	Xinglong-TNT
120422A	13273	CrAO/AZT-11,CrAO/Shajn
120521C	13331	Swift/UVOT
120521C	13332	Keck-I-10m
120521C	13319	TAROT-robotic-25cm
120521C	13590	Liverpool
120521C	13320	Liverpool
120521C	13322	William-Herschel
120521C	13323	south-Spain/-0.3m-BOOTES-1
120521C	13329	**WARNING**
120521C	13337	TLS-1.34m-Schmidt
120521C	13348	WHT,KECK,UKIRT,gemini-north
120624B	13387	NOT-2.5m-ALFOSC
120624B	13393	La-silla/2.2m-MPG/ESO
120624B	13397	Swift/UVOT
120624B	13385	Gualba/0.36m-f/7
120711A	13448	Swift/UVOT
120711A	13439	La-silla/REM-60cm
120711A	13438	La-silla/2.2m-MPG/ESO
120712A	13461	Swift/UVOT
120712A	13457	La-silla/2.2m-MPG/ESO
120714B	13478	La-silla/2.2m-MPG/ESO
120714B	29318	Calar-Alto/2.2m-CAFOS
120714B	13484	Swift/UVOT
120716A	13489	48-inch-Oschin-Schmidt
120716A	13490	NOT-2.5m-ALFOSC
120716A	13492	La-silla/2.2m-MPG/ESO
120716A	13518	CrAO/AZT-11
120716A	13523	Maidanak/AZT-22
120722A	13506	La-silla/2.2m-MPG/ESO
120722A	13508	Swift/UVOT
120722A	13500	Xinglong-TNT
120722A	13505	Observatorio-de-Sierra-Nevada/1.5m
120724A	13516	Swift/UVOT
120724A	13520	Maidanak/AZT-22
120724A	13511	2m-Faulkes-north
120724A	13512	Gemini-North-GMOS
120729A	13539	Swift/UVOT
120729A	13546	0.43m-f/6.8-Virtual
120729A	13543	TUBITAK/1.0m-T100
120729A	13531	2m-Faulkes-north
120729A	13537	Xinglong-TNT
120729A	13545	RAPTOR
120729A	13548	Russian-Turkish-1.5m
120729A	13550	**WARNING**
120729A	13551	2m-Faulkes-north,2m-Liverpool,3.6m-TNG
120729A	18184	Lick/0.76m-KAIT
120802A	13593	Swift/UVOT
120802A	13556	ISON-NM/0.45m
120802A	13564	14-inch-Goddard-Robotic
120802A	13609	ISON-NM/0.45m
120802A	13712	CrAO/-Shajn
120805A	13589	TAROT-robotic-25cm
120805A	13591	Calar-Alto-1.23m
120805A	13639	La-Palma/NOT-optical
120805A	13651	Liverpool
120805A	13598	Swift/UVOT
120811C	13623	MASTER-II-Blagoveschensk
120811C	13624	TAROT-robotic-25cm
120811C	13626	Russian-Turkish-1.5m
120811C	13628	10.4m-GTC
120811C	13631	Schmidt-320mm-F/D=3.1
120811C	13632	NOT-2.5m-ALFOSC
120811C	13629	Swift/UVOT
120811C	13636	Russian-Turkish-1.5m
120811C	13635	MASTER-II-Tunka
120811C	13693	ISON-Kitab/0.4m
120811C	13679	ISON-NM-0.45m
120815A	13646	TAROT-robotic-25cm
120815A	13648	La-silla/2.2m-MPG/ESO
120815A	13678	Swift/UVOT
120815A	13666	Swift/UVOT
120907A	13718	MASTER-II-Kislovodsk
120907A	13719	NOT-StanCam
120907A	13761	ISON-Kislovodsk/Santel-400AN-(0.4m-f/3)
120907A	13725	Swift/UVOT
120909A	13729	La-silla/2.2m-MPG/ESO
120909A	13738	Alain-Maury/Pi_of_the-Sky-South
120909A	13739	TAROT-robotic-25cm
120909A	13728	CTIO/PROMPT
120909A	13735	Swift/UVOT
120922A	13803	Swift/UVOT
120922A	13808	Swift/UVOT
120922A	13795	La-silla/-2.2m-MPG/ESO
120922A	13799	TAROT-robotic-25cm
120923A	13805	Swift/UVOT
120923A	13811	La-silla/2.2m-MPG/ESO
120923A	13798	TAROT-robotic-25cm
120923A	13815	RAPTOR
120923A	13817	MITSuME-50cm
120923A	13818	RAPTOR
120923A	13820	ISON-NM/-0.45m
120923A	13823	Bohyunsan/1.8m-KASINICS
121024A	13901	Swift/UVOT
121024A	13891	Swift/UVOT
121024A	13898	2.4m-Gao-Mei-Gu-(GMG)
121024A	13887	TAROT-robotic-25cm
121024A	13904	ARIES-Nainital/-1.04m
121024A	13931	1.0m-Mt.Lemmon
121024A	13928	CTIO/-1.3m-ANDICAM
121024A	13889	"CTIO/PROMPT,16""-DAO"
121024A	13896	MITSuME-50cm
121024A	13897	Ishigakijima-Astronomical-Observatory/Murikabushi-1m
121024A	13888	Huelva/0.3m-BOOTES-1B
121027A	13911	Anglo-Australian-IRIS2
121027A	13926	La-silla/2.2m-MPG/ESO
121027A	13932	Swift/UVOT
121128A	14023	MITSuME-50cm
121128A	14255	CrAO/-AZT-22
121128A	14201	Abastumani/AC-32-0.7m-Maksutov
121128A	14043	ARIES-Nainital/1.04m
121128A	14008	2m-Faulkes-north
121128A	14013	RAPTOR-S
121128A	14019	Sayan/-AZT-33IK
121128A	14017	Swift/UVOT
121128A	14024	Sayan/AZT-33IK
121201A	14031	La-silla/2.2m-MPI/ESO
121201A	14026	0.6m-BOOTES-4/MET-robotic
121201A	14030	Swift/UVOT
121209A	14087	1.0m-Mt.-Lemmon
121209A	14049	La-silla/2.2m-MPG/ESO
121209A	14048	Gemini-South-8m-GMOS
121209A	14050	1.5m-Harold-Johnson
121209A	14086	Swift/UVOT
121209A	14046	Swift/UVOT
121211A	14080	1.5m-Harold-Johnson
121211A	14077	1.5m-Harold-Johnson
121211A	14075	RAPTOR
121211A	14059	Keck-I-LRIS
121211A	14058	2m-Faulkes-north
121211A	14062	MITSuME-50cm
121211A	14063	Swift/UVOT
121217A	14092	Swift/UVOT
121217A	14091	La-silla/2.2m-MPG/ESO
121229A	14122	Swift/UVOT
121229A	14117	La-silla/2.2m-MPG/ESO
130215A	14244	Palomar-48-inch-Oschin
130215A	14303	10.4m-GTC
130215A	14218	RAPTOR
130215A	14227	Palomar-200inch
130215A	14222	Palomar-200inch
130215A	14221	La-silla/2.2m-MPG/ESO
130215A	14220	MITSuME-50cm
130215A	14237	1.5m-Harold-Johnson
130215A	14217	2.4m-Gao-Mei-Gu-(GMG)
130215A	14216	T11-iTelescope
130215A	14215	Xinglong-2.16m
130215A	14213	TAROT-robotic-25cm
130215A	14212	1.5m-Harold-Johnson
130215A	14209	Palomar-60-inch
130215A	14207	Lick-Shane-3m
130215A	14206	CTIO/PROMPT,DSO-14,NC/morehead
130408A	14363	Swift/UVOT
130408A	14375	CTIO/PROMPT
130408A	14374	CTIO/-1.3m-ANDICAM
130408A	14372	Gingin/Zadko-100cm
130408A	14364	La-silla/2.2m-MPG/ESO
130408A	14362	2m-Liverpool
130408A	14370	Swift/UVOT
130418A	14386	Swift/UVOT
130418A	14504	Schmidt-0.32m-F/3.1
130418A	14438	1.5m-Harold-Johnson
130418A	14537	TNG
130418A	14404	1.5m-Harold-Johnson
130418A	14401	CTIO/1.3m-ANDICAM
130418A	14395	iTelescope-T21
130418A	14394	iTelescope-T18,T21
130418A	14393	1m-Mt.-Lemmon
130418A	14428	ISON-NM-0.45m
130418A	14385	Sierra-Nevada/-1.5m
130418A	14382	Calern/TAROT-robotic-25cm,TAROT-la-Silla
130418A	14381	Canary-Islands/TNG
130418A	14380	10.4m-GTC
130418A	14379	Schmidt-400mm-F/D=3
130418A	14378	1.23m-CAHA
130418A	14384	Swift/UVOT
130418A	14388	1.5m-Harold-Johnson
130420A	14424	Swift/UVOT
130420A	14445	"14""-GLAST-Optical-Robotic"
130420A	14441	1.5m-Harold-Johnson
130420A	14439	1.5m-Harold-Johnson
130420A	14436	RAPTOR-S,RAPTOR-T
130420A	14431	1.5m-Harold-Johnson
130420A	14437	10.4m-GTC
130420A	14427	"14""-GLAST-Optical-Robotic"
130420A	14418	2.4m-Gao-Mei-Gu-(GMG)
130420A	14415	80cm-TNT
130420A	14413	Weihai/1m
130420A	14410	iTelescope-T21
130420A	14405	2m-Faulkes-north
130420A	14409	1.5m-Harold-Johnson
130427A	14486	Higashi-Hiroshima-1.5m-Kanata
130427A	14488	iTelescope-T21
130427A	14489	ARIES-Nainital/1.04m
130427A	14492	80cm-TNT
130427A	14495	NHAO/Nayuta-2m
130427A	14506	1.5m-Harold-Johnson
130427A	14498	Okayama-Astrophysical-Observatory/MITSuME-50cm,Ishigakijima-Astronomical-Observatory/Murikabushi-1m
130427A	14507	SARA-0.9m
130427A	14509	2.4m-Gao-Mei-Gu-(GMG)
130427A	14510	"four-16"""
130427A	14511	Challis-Observatory's-0.4m
130427A	14483	1.5m-Harold-Johnson
130427A	14497	"CTIO/16""-PROMPT"
130427A	14478	NOT-2.5m-ALFOSC
130427A	14474	CrAO/-AZT-11
130427A	14468	Gingin/Zadko-100cm
130427A	14466	2.4m-Gao-Mei-Gu-(GMG)
130427A	14465	MITSuME-50cm
130427A	14464	iTelescope-T30
130427A	14459	1.5m-Harold-Johnson
130427A	14513	Ishigakijima-Astronomical-Observatory/Murikabushi-1m
130427A	14458	Weihai/-1m
130427A	14457	iTelescope-T11
130427A	14454	MITSuME-50cm
130427A	14453	1.3m-PAIRITEL
130427A	14452	2m-Faulkes-north
130427A	14450	ISON-NM/0.45m
130427A	14449	Palomar-60inch
130427A	14475	TUBITAK/1.0m-T100
130427A	14514	1.5m-Harold-Johnson
130427A	14490	Stansbury-Park/0.35m-C-14-f/5.5
130427A	14518	2.4m-Gao-Mei-Gu-(GMG)
130427A	14472	Swift/UVOT
130427A	14517	Nayuta-2m
130427A	19421	1.34m-Schmidt
130427A	14686	HST
130427A	14672	Konkoly/-60/90/180cm-Schmidt
130427A	14666	1.5m-Harold-Johnson
130427A	14662	Skynet-CTIO/16"-PROMPT,Hume/14"-GORT,DSO-14",30"-ARO
130427A	14645	Sayan/AZT-33IK
130427A	14633	Palomar-60inch
130427A	14617	4.2m-William-Herschel
130427A	14978	NOT-2.5m
130427A	14608	Skynet-CTIO/16"-PROMPT,Hume/14"-GORT
130427A	14523	SARA-0.9m
130427A	14615	Keck-I-10m
130427A	14520	kilom-cubed-neutrino
130427A	14534	Ishigakijima-Astronomical-Observatory/Murikabushi-1m
130427A	14538	Haleakala/Pan-STARRS1-1.8m
130427A	14525	0.76m-Katzman-Automatic-Imaging
130427A	14592	1.34m-Schmidt
130427A	14597	NOT-2.5m-ALFOSC
