GRB		GCN		Telescope
051111		5002		 Magellan Clay
051221		4369		  Gemnini-north
051221		4380		  RAPTOR-S
051221		4385		Westerbork Synthesis Radio
051221		4386		 TAROT robotic
051221		4392		MDM 1.3 m
051221		4420		 61" Kuiper
051221		4612		  1.5m
051221		4613		  1.5m
060108		4446		  30-cm
060108		4447		SUBJECT: GRB060108: Faulkes
060108		4447		 2-m Faulkes
060108		4459		  1.3m
060108		4502		2-m Faulkes North
060108		4539		BRi' Faulkes North
060111		4483		 TAROT robotic
060111		4489		 a 12"
060111		4490		automated Palomar 60-inch
060111		4493		 Russian-Turkish 1.5-m
060111		4494		 Russian-Turkish 1.5-m
060111		4495		 TAROT robotic
060111		4496		MITSuME 50 cm
060115		24485		 60-cm robotic
060115		24485		 1.5m Loiano
060115		4510		MITSuME 50 cm
060115		4511		  30-cm
060115		4526		  REM
060115		4530		 observations: Filter
060116		4521		 2-m Faulkes
060116		4524		  1-m
060116		4528		United Kingdom Infra-Red
060116		4537		 observations: Filter
060116		4540		United Kingdom Infra-Red
060116		4541		 ESO NTT
060124		4574		Tautenburg 1.34m Schmidt
060124		4575		1.05 m Schmidt
060124		4576		  30-cm
060124		4579		Tautenburg 1.34m Schmidt
060124		4581		 TAROT robotic
060124		4587		 1.82-m "Copernico"
060124		4588		  0.8-m
060124		4589		  104-cm
060124		4591		 MDM 2.4m
060124		4592		 Keck 10-m
060124		4603		  AT-64
060124		4605		152 cm Loiano
060124		4607		 USNOFS 1.0-m
060124		4609		2.6 m Shajn
060124		4610		2.6 m Shajn
060204		4658		  30-cm
060204		4660		0.35m ART 3b
060204		4661		 2-m Faulkes
060204		4665		  Liverpool
060204		4666		 60cm robotic
060204		4666		  
060204		4667		10-m Keck I
060204		4668		  1.5m
060204		4673		  Asiago
060204		4678		 60 cm
060204		4720		 Russian-Turkish 1.5-m
060204		4829		robotic 0.25m GETS
060206		4683		 Nordic Optical
060206		4686		 Nordic Optical
060206		4690		Katzman Automatic Imaging
060206		4693		SUBJECT: GRB060206: Liverpool
060206		4693		 2-m Liverpool
060206		4696		0.4-m and 1.0-m
060206		4696		Filter Exp. mag
060206		4699		 60cm Super-LOTIS
060206		4703		Subaru 8.2 m
060206		4710		32-inch Tenagra II
060206		4713		14.5-inch Trubble Terrestrial
060206		4713		 first non-PROMPT
060206		4715		Westerbork Synthesis Radio
060206		4716		  SUBARU
060206		4732		152 cm Loiano
060206		4901		  1.5m
060210		23669		 25cm robotic
060210		4725		Katzman Automatic Imaging
060210		4726		4726 SUBJECT: GRB060210:Faulkes
060210		4726		 2-m Faulkes
060210		4728		robotic 0.6-m Super-LOTIS
060210		4731		  0.8-m
060210		4731		China and 1.0-m
060210		4753		 ARC 3.5-meter
060210		7469		 1.2m Mercator
060210		7648		 BOOTES-1 0.3m
060210		7648		  1.5m
060218		10514		2.2 m ESO/MPI
060218		10533		  Australia
060218		11503		  1.23m
060218		11506		Palomar 60 inch
060218		12802		 10.4m GTC
060218		13267		 Keck 10m
060218		18563		LIGO/Virgo G194575: INAF-Asiago
060218		18563		1.82 m Copernico
060218		4775		swift  
060218		4784		 MDM 2.4m
060218		4792		 MDM 2.4m
060218		4804		  Gemini-south
060218		4807		 3.6m TNG
060218		4809		 6.0m BTA
060218		4810		  TNG
060218		4816		 Danish 1.5m
060218		4817		  TNG
060218		4818		 Danish 1.5m
060218		4832		Giant Meterwave Radio
060218		4833		robotic 60-cm REM
060218		4834		  ABT
060218		4834		an internet-controlled 0.25m
060218		4836		  70-cm
060218		4837		  1.3m
060218		4838		 K-380 Cassegrain
060218		4842		CrAO Shajn 2.6m
060218		4843		 60 cm
060218		4847		 Russian-Turkish 1.5-m
060218		4898		 FLWO 1.2m
060218		4899		 IAG-USP 60cm
060218		4900		 Maidanak 1.5m
060218		4929		152 cm Loiano
060218		4932		 2m RCC
060218		5277		 Danish 1.54m
060218		5358		 2m RCC
060218		6486		 Large Binocular
060218		6525		automated Palomar 60-inch
060218		7168		swift  
060223		4813		swift  
060223		4815		 Keck-I 10-m
060223		4821		swift  
060223		4827		  0.8m
060223		4844		 60 cm
060313		4868		robotic 60-cm REM
060313		4868		  REM
060313		4869		  1.3m
060313		4874		 Danish 1.5m
060313		4880		  40inch
060313		4883		robotic 60-cm REM
060319		4885		swift  
060319		4889		GRB060319 : Liverpool
060319		4889		 2-m Liverpool
060319		4890		m TNG italian
060319		4896		  IAC-80
060418		4966		swift  
060418		4967		robotic 60-cm REM
060418		4968		 2-m Liverpool
060418		4969		 Magellan Clay
060418		4970		  1.3m
060418		4974		ESO's Very Large
060418		4976		  robotic
060418		4979		 SRO 0.35m
060418		4982		 Lulin 1m
060418		4990		  1.5m
060418		5002		 Magellan Clay
060418		5112		  1.5m
060502		5047		swift  
060502		5048		automated Palomar 60-inch
060502		5049		robotic 0.6-m Super-LOTIS
060502		5051		 3.5 m
060502		5052		on Gemini North
060502		5055		swift  
060502		5057		  0.8m
060502		5062		Tautenburg 1.34m Schmidt
060502		5065		 0.3m optical
060502		5066		 MDM 1.3m
060502		5070		 FLWO 1.2m
060502		5071		 Gemini North
060502		5072		 MDM 1.3m
060502		5074		 152 Cassini
060502		5077		 Gemini North
060502		5184		  1.5m
060502		5184		and Shajn 2.6m
060502		5184		278.92572,52.61611): Mid time
060502		5944		Magellan Clay 6.5m
060505		25663		Katzman Automatic Imaging
060505		5114		swift  
060505		5115		swift  
060505		7019		swift  
060510		5096		swift  
060510		5097		 MDM 1.3m
060510		5099		 robotic MAGNUM
060510		5100		robotic 0.6-m Super-LOTIS
060510		5101		 Gemini North
060510		5103		: Faulkes North
060510		5103		2-m Faulkes North
060512		20407		Gemini+GMOS. MJD Mag
060512		5117		swift  
060512		5118		SUBJECT: GRB060512: Liverpool
060512		5118		 2-m Liverpool
060512		5119		 2-m Liverpool
060512		5121		robotic 60-cm REM
060512		5122		 3.6 TNG
060512		5126		 ARC 3.5-meter
060512		5127		 1.54m Kuiper
060512		5128		 2-m Liverpool
060512		5129		 8.2m Subaru
060512		5140		 TAROT robotic
060512		5145		 3.6m TNG
060512		5217		Keck I (+LRIS)
060512		5267		in Nordic Optical
060522		5150		swift  
060522		5151		 3.6m TNG
060522		5152		robotic 60-cm REM
060522		5155		10-m Keck I
060522		5232		Exposures Total (hr)
060526		5162		swift  
060526		5167		 3.6m TNG
060526		5169		 Lulin 1m
060526		5170		  Magellan/Clay
060526		5171		 152 cm
060526		5173		 Russian-Turkish 1.5-m
060526		5176		 MDM 1.3m
060526		5177		 Russian-Turkish 1.5-m
060526		5178		60 cm REM
060526		5179		 Danish 1.54m
060526		5180		  1.3m
060526		5181		 Shajn 2.6m
060526		5182		Tautenburg 1.34m Schmidt
060526		5183		 Russian-Turkish 1.5-m
060526		5185		 1.2 M
060526		5186		 Russian-Turkish 1.5-m
060526		5189		 Russian-Turkish 1.5-m
060526		5192		152 cm Cassini
060526		5193		 Russian-Turkish 1.5-m
060526		5194		  RTT150
060526		5202		Tautenburg 1.34m Schmidt
060526		5266		in Nordic Optical
060526		5306		 1.5 m
060526		5306		CrAO Shajn 2.6m
060526		6219		 Large Binocular
060602		5196		swift  
060602		5200		swift  
060602		5205		 Russian-Turkish 1.5-m
060602		5229		60 cm robotic
060604		5212		swift  
060604		5218		2.5m Nordic Optical
060604		5253		Vatican Advanced Technology
060605		5221		swift  
060605		5223		 ANU 2.3m
060605		5224		 Russian-Turkish 1.5-m
060605		5226		Southern African Large
060605		5230		 TNT 0.8m
060605		5235		 Russian-Turkish 1.5-m
060605		5260		Vatican Advanced Technology
060605		5260		 Spitzer Space
060605		5263		in Nordic Optical
060605		5310		 14.5" TTT
060605		5310		Exposure Total (hr)
060605		5489		Calar Alto 3.5-m
060605		5822		Kitt Peak 2.1m
060607		24768		  
060607		5233		swift  
060607		5234		robotic 60-cm REM
060607		5239		 Lick 3m
060607		5244		swift  
060607		5248		 Russian-Turkish 1.5-m
060614		31235		  Gemini-North
060614		5252		swift  
060614		5259		  1.3m
060614		5272		 Danish 1.54m
060614		5275		 Gemini South
060614		5275		  Magellan
060614		5277		 Danish 1.54m
060614		5359		H. Wieringa (Australia
060614		5359		  Australia
060614		5359		  Australia
060614		5359		  Australia
060707		5285		swift  
060708		5292		swift  
060714		5311		swift  
060714		5312		  30-cm
060714		5317		 Shajn 2.6m
060714		5322		060714 : Liverpool
060714		5322		 2-m Liverpool
060714		5323		  1.3m
060714		5324		 Shajn 2.6m
060714		5328		robotic 60-cm REM
060714		5336		 Shajn 2.6m
060714		5337		 Nordic Optical
060714		5355		 Nordic Optical
060714		5434		 1.5 m
060719		5339		swift  
060719		5340		  40-inch
060719		5342		 LCO 40-inch
060719		5343		robotic 60-cm REM
060719		5345		Rep. report "Robotic
060719		5356		 60cm robotic
060719		5372		REM robotic 60-cm
060719		5466		H. Wieringa (Australia
060719		5466		  Australia
060719		5466		  Australia
060719		5466		  Australia
060729		11187		TLS 1.34m Schmidt
060729		5365		swift  
060729		5465		  1.3m
060729		5652		a large southern
060805		5398		swift  
060805		5400		Katzman Automatic Imaging
060805		5401		automated Palomar 60-inch
060805		5406		SUBJECT: GRB060805 Liverpool
060805		5406		  RoboNet
060805		5406		 2m Liverpool
060805		5429		 1.5m OSN
060805		5454		  Z-600
060814		5447		swift  
060814		5448		 TAROT robotic
060814		5458		automated Palomar 60-inch
060814		6663		Keck I 10m
060904		5502		swift  
060904		5505		swift  
060904		5506		 TAROT robotic
060904		5508		 TAROT robotic
060904		5511		60 cm robotic
060904		5512		automated Palomar 60-inch
060904		5519		swift  
060904		5522		 8.2m Subaru
060904		5524		 Russian-Turkish 1.5-m
060904		5525		  1.3m
060904		5526		152 cm Cassini
060904		5547		Kiso 1.05m Schmited
060904		5548		Kiso 1.05m Schmidt
060904		5741		 1.5 m
060906		11187		TLS 1.34m Schmidt
060906		5528		swift  
060906		5529		automated Palomar 60-inch
060906		5530		  FRAM
060906		5531		automated Palomar 60-inch
060906		5532		Katzman Automatic Imaging
060906		5535		ESO's Very Large
060906		5539		at our primary
060906		5539		wide-field RAPTOR-B small
060906		5540		  0.3m
060906		5542		152 cm Loiano
060906		5557		 Danish 1.5m
060908		5544		swift  
060908		5552		 Danish 1.5m
060908		5653		  2m
060912		5558		swift  
060912		5560		 TNT 0.8m
060912		5567		  1.5m
060923		5583		swift  
060923		5584		Katzman Automatic Imaging
060923		5586		SUBJECT: GRB060923: Faulkes
060923		5586		2m Faulkes North
060923		5588		robotic 0.6-m Super-LOTIS
060923		5590		swift  
060923		5591		swift  
060923		5593		SUBJECT: GRB060923C: Faulkes
060923		5593		2m Faulkes North
060923		5594		GRB060923C : Faulkes
060923		5594		 2m Faulkes
060923		5596		 TNT 0.8m
060923		5606		  30-cm
060923		5608		0.3m AROMA robotic
060923		5624		of Spitzer Space
060923		5624		of Spitzer Space
060923		5648		  0.4m
060926		5612		swift  
060926		5618		 Russian-Turkish 1.5-m
060926		5623		  1.3m
060926		5626		ESO's Very Large
060926		6219		 Large Binocular
060927		25109		Katzman Automatic Imaging
060927		5627		swift  
060927		5633		SUBJECT: GRB060927: Faulkes
060927		5633		 2m Faulkes
060927		5634		Kiso 1.05m Schmit
060927		5636		  30-cm
060927		5638		 TNT 0.8m
060927		5640		152 cm Loiano
060927		5647		 AZT-11 (1.25m)
060927		5651		ESO Very Large
060927		5664		: GAO 150cm
060927		5664		 150 cm
061006		27213		Katzman Automatic Imaging
061006		5699		swift  
061006		5700		SUBJECT: GRB061006: Faulkes
061006		5700		 2m Faulkes
061007		5707		swift  
061007		5708		061007 - Faulkes
061007		5708		 2-m Faulkes
061007		5709		 2m Faulkes
061007		5715		 Magellan Clay
061007		5720		  Australia
061007		5720		  Australia
061007		5726		  Australia
061007		5726		  Australia
061007		5787		  Australia
061007		5787		  Australia
061021		5743		swift  
061110		20407		Gemini+GMOS. MJD Mag
061110		5794		 Uppsala Schmidt
061110		5795		swift  
061110		5797		 Lulin 1-m
061110		5798		 TNT 0.8m
061110		5799		 Nordic Optical
061110		5800		swift  
061110		5801		 TAROT robotic
061110		5804		061110B : Liverpool
061110		5804		 2-m Liverpool
061110		5805		  Liverpool
061110		5808		60 cm robotic
061110		5816		Kitt Peak 2.1m
061121		5823		swift  
061121		5826		Keck I 10m
061121		5827		GRB 061121: Faulkes
061121		5827		2-m Faulkes North
061121		5828		 KANATA 1.5m
061121		5828		 KANATA 1.5-m
061121		5830		  30-cm
061121		5839		and ground-based optical
061121		5844		automated Palomar 60-inch
061121		5847		 MDM 2.4m
061121		5850		 Shajn 2.6m
061121		5851		 MDM 2.4m
061121		5853		 MDM 2.4m
061121		5870		 Shajn 2.6m
061121		5871		  Australia
061121		5871		  Australia
061121		5874		  Australia
061121		5874		  Australia
061121		5878		  1.3m
061126		5854		swift  
061126		5857		GRB 061126: Faulkes
061126		5857		2-m Faulkes North
061126		5858		Automated Infrared Imaging
061126		5864		swift  
061126		5864		 1.2 M
061126		5865		 1.2 M
061126		5866		 1.34m Schmidt
061126		5868		  0.3m
061126		5869		robotic 0.6-m Super-LOTIS
061126		5873		Our autonomous Raptor-S
061126		5875		Tautenburg 1.34m Schmidt
061126		5876		2.5m Isaac Newton
061126		5894		robotic NMSU 1m
061126		5902		  1.5m
061126		5903		 1.0-m Sampurnanand
061126		5908		  INTEGRAL/IBIS
061201		5881		swift  
061201		5944		Magellan Clay 6.5m
061201		5995		 Magellan/Clay 6.5-m
061222		5954		swift  
061222		5957		swift  
061222		5959		 TAROT robotic
061222		5961		  1.3m
061222		5963		robotic 60-cm REM
061222		5968		60-cm BOOTES-IR robotic
061222		5969		 KANATA 1.5m
061222		5969		 KANATA 1.5-m
061222		5971		 KANATA 1.5m
061222		5971		 KANATA 1.5-m
061222		5975		  Gemini-North
061222		5976		  2.16m
061222		5977		3-color 50cm MITSuME
061222		5979		3-color 50cm MITSuME
061222		5986		 Shajn 2.6m
070110		6005		swift  
070125		6028		automated Palomar 60-inch
070125		6034		 Palomar 60-inch
070125		6035		 TNT 0.8m
070125		6039		 KANATA 1.5-m
070125		6042		Westerbork Synthesis Radio
070125		6047		152 cm Cassini
070125		6050		 50cm MITSuME
070125		6063		Westerbork Synthesis Radio
070125		6064		152 cm Loiano
070125		6071		  Gemini-North
070125		6073		Millimeter-Wave Astronomy (CARMA)
070125		6102		Giant Meterwave Radio
070125		6165		 Large Binocular
070129		20407		Gemini+GMOS. MJD Mag
070129		6053		swift  
070129		6057		 TNT 0.8m
070129		6062		3-color 50cm MITSuME
070129		6070		  NOT
070129		6097		 MDM 2.4m
070208		6074		swift  
070208		6075		 MDM 1.3m
070208		6077		SUBJECT: GRB070208: Faulkes
070208		6077		 2-m Faulkes
070208		6079		 robotic IR
070208		6082		 MDM 1.3m
070208		6083		  Gemini-North
070208		6084		report: Our Raptor-S
070208		6090		  AEOS
070208		6090		  AEOS
070208		6093		  1.5m
070208		6222		  1.5m
070223		6125		swift  
070223		6126		 MDM 1.3m
070223		6127		GRB 070223: Liverpool
070223		6127		 2-m Liverpool
070223		6133		 KANATA 1.5-m
070223		6136		our 1.02 meter
070223		6150		  Liverpool
070223		6162		 2-m Liverpool
070223		6162		 MDM 1.3m
070223		6168		4.2m WHT (+LIRIS)
070223		6221		  MDM
070224		6137		swift  
070224		6144		 .9m SARA
070224		6145		 Gemini south
070224		6146		 MDM 1.3m
070224		6148		 Magellan Clay
070306		6169		swift  
070306		6171		 KANATA 1.5-m
070306		6184		  30-cm
070318		6210		swift  
070318		6217		 Gemini south
070318		6217		 Magellan Baade
070318		6296		  1.3m
070411		6267		swift  
070411		6268		Tautenburg 1.34m Schmidt
070411		6270		cm Cichocki robotic
070411		6271		070411 : Liverpool
070411		6271		 2-m Liverpool
070411		6272		  IAC80
070411		6277		  Magellan/Baade
070411		6278		  Magellan/Clay
070411		6295		Tautenburg 1.34m Schmidt
070411		6295		  Liverpool
070411		6335		  robotic
070411		6346		 Large Binocular
070411		6351		 Large Binocular
070411		6487		 TAROT robotic
070419		6302		swift  
070419		6304		Katzman Automatic Imaging
070419		6305		swift  
070419		6306		automated Palomar 60-inch
070419		6308		Kiso 1.05m Schmidt
070419		6310		  30-cm
070419		6311		 Lulin One-meter
070419		6312		 0.6m B&C
070419		6313		 KANATA 1.5-m
070419		6314		 0.6m B&C
070419		6315		GRB 070419A: Faulkes
070419		6315		2-m Faulkes North
070419		6315		  this
070419		6316		 2.0-m NAYUTA
070419		6320		  1-m
070419		6321		 0.6m B&C
070419		6322		10-m Keck I
070419		6325		 ANU 1m
070419		6328		robotic 0.6-m Super-LOTIS
070419		6329		 50cm MITSuME
070419		6341		 1.54m Kuiper
070419		6406		 Large Binocular
070419		6407		  1.5m
070419		6486		 Large Binocular
070506		6375		swift  
070521		6431		swift  
070521		6434		 TAROT robotic
070521		6435		GRB070521 : Faulkes
070521		6435		 2-m Faulkes
070521		6436		 Palomar 200-inch
070521		6444		  Subaru
070521		6449		2.2m Max-Planck Institute
070521		6451		 Keck I
070521		6453		  30-cm
070521		6456		  MAGNUM
070521		6457		 Gemini North
070521		6482		1-m Zeiss (Simeiz)
070521		6936		 TNT 0.8m
070529		24957		Katzman Automatic Imaging
070529		6466		swift  
070529		6467		Xinglong TNT 80cm
070529		6470		 Gemini North
070529		6471		 1.2 M
070529		6473		swift  
070529		6474		 0.9m SARA
070611		6494		swift  
070611		6601		 Very Large
070612		25179		Katzman Automatic Imaging
070612		27064		Katzman Automatic Imaging
070612		6509		swift  
070612		6511		swift  
070612		6516		Katzman Automatic Imaging
070612		6517		automated Palomar 60-inch
070612		6518		  
070612		6524		 0.9m SARA
070612		6525		automated Palomar 60-inch
070612		6526		 MDM 2.4m
070612		6530		 SARA 0.9m
070612		6531		 50cm MITSuME
070612		6535		 0.6m Super-LOTIS
070612		6541		152 cm Loiano
070612		6549		Westerbork Synthesis Radio
070612		6553		3-color 50cm MITSuME
070612		6555		  NOT
070612		6556		 Gemini North
070612		6558		Italian 3.6m TNG
070612		6566		Calar Alto 2.2m
070612		6576		Westerbork Synthesis Radio
070612		6583		GRB 070612A: Allen
070612		6583		  Allen
070714		6620		swift  
070714		6621		070714 : Liverpool
070714		6621		 2-m Liverpool
070714		6624		Palomar Oschin Schmidt
070714		6624		Since this Liverpool
070714		6625		Palomar Oschin Schmidt
070714		6625		Since this Liverpool
070714		6630		 William Herschel
070714		6652		10m Keck I
070721		6639		swift  
070721		6640		swift  
070721		6645		070721A : Faulkes
070721		6645		  Faulkes
070721		6647		070721B : Faulkes
070721		6647		  Faulkes
070721		6655		 Nordic Optical
070724		11742		  AZT-33IK
070724		11744		  AZT-11
070724		27160		Katzman Automatic Imaging
070724		6654		swift  
070724		6664		automated Palomar 60-inch
070724		6664		10-m Gemini North
070724		6665		 Gemini South
070724		6679		automated Palomar 60-inch
070802		6692		swift  
070802		6694		 2.2 m
070802		6704		robotic 60-cm REM
070810		6733		swift  
070810		6743		swift  
070810		6746		 KANATA 1.5-m
070810		6747		Xinglong TNT 80cm
070810		6757		 Keck I
070810		6758		070810B : Faulkes
070810		6758		 2-m Faulkes
070810		6762		 Shajn 2.6m
070810		6771		 Keck I
071003		6837		swift  
071003		6838		Katzman Automatic Imaging
071003		6839		automated Palomar 60-inch
071003		6846		 Lulin 1-m
071003		6848		SUBJECT: GRB071003: Faulkes
071003		6848		 2-m Faulkes
071003		6851		 ESO-Very Large
071010		6859		swift  
071010		6860		 TAROT robotic
071010		6861		 Keck I
071010		6865		robotic 60-cm REM
071010		6871		swift  
071010		6872		Keck I 10m
071010		6876		  TNG
071010		6880		  1.04m
071010		6881		  1.04m
071010		6881		  1.04m
071010		6884		TLS 1.34m Schmidt
071010		6885		 Keck I
071010		6888		 Gemini North
071010		6893		robotic 0.6m Super-LOTIS
071010		6897		(Arizona, US) 1.0m
071010		6903		TLS Tautenburg 2-meter
071010		6906		swift  
071010		6909		 35cm robotic
071010		6918		Tautenburg 1.34m Schmidt
071010		6919		Keck I 10m
071010		6920		(Arizona, US) 1.0m
071010		6923		Tautenburg 1.34m Schmidt
071010		6924		 EST 1m
071010		6928		Keck II 10m
071010		6935		Tautenburg 1.34m Schmidt
071010		6935		  TNG
071010		6935		Rc dRc Exposure
071010		6945		  1.5m
071010		6957		(Arizona, US) 1.0m
071010		6969		(Arizona, US) 1.0m
071010		6977		 Zeiss-1000 (Simeiz)
071010		7019		swift  
071010		7041		  AZT-11
071020		6949		swift  
071020		6953		field was within
071020		6956		 TNT 0.8
071020		6970		(Arizona, US) 1.0m
071020		6979		 SARA 0.9m
071020		6984		 6.0m BTA
071020		7006		  30-cm
071020		7026		3-color 50cm MITSuME
071020		7146		  AZT-8
071021		6958		swift  
071021		6959		GRB 071021: Faulkes
071021		6959		 2-m Faulkes
071021		6961		 Lulin 1-m
071021		6962		 TNT 0.8m
071021		6963		  Faulkes
071021		6964		retraction of Faulkes
071021		6968		2.5m Nordic Optical
071021		6968		  1.5m
071021		6973		  Magellan/Clay
071021		6974		  Magellan/Clay
071021		6975		three-color 50cm MITSuME
071021		6983		 robotic MAGNUM
071021		6993		  CFHT
071021		7337		GRB 080229: Faulkes
071021		7337		 2-m Faulkes
071025		6986		swift  
071025		6988		  REM
071025		6991		(Arizona, US) 1.0m
071025		6994		(Arizona, US) 1.0m
071025		6995		robotic 0.6-m Super-LOTIS
071025		6999		 TNT 0.8m
071025		7001		Palomar Oschin Schmidt
071025		7005		 0.9m SARA
071025		7011		GRB 071025: Kuiper
071025		7011		 1.54m Kuiper
071025		7018		 robotic MAGNUM
071031		7020		swift  
071031		7021		 2.2m MPI/ESO
071031		7024		  1.3m
071031		7025		robotic 60-cm REM
071112		7057		swift  
071112		7058		swift  
071112		7059		swift  
071112		7062		 "KANATA" 1.5-m
071112		7063		 TNT 0.8
071112		7063		and EST 1.0
071112		7065		 TAROT robotic
071112		7066		 Russian-Turkish 1.5-m
071112		7067		 Lulin 1-m
071112		7069		Palomar Oschin Schmidt
071112		7070		 Nordic Optical
071112		7075		  Magellan/Clay
071112		7078		60-cm Cichocki robotic
071112		7082		 50cm MITSuME
071112		7083		 Lulin 1-m
071112		7084		 0.9m SARA
071112		7085		  Magellan/Clay
071112		7086		 Gemini North
071112		7087		3-color 50cm MITSuME
071112		7089		152 cm Cassini
071112		7092		Westerbork Synthesis Radio
071112		7095		H. Wieringa (Australia
071112		7095		  Australia
071112		7095		  Australia
071112		7095		  Australia
071112		7135		  MAGNUM
071117		7098		swift  
071117		7104		 Swope 40-inch
071117		7108		 TAROT robotic
071122		20617		a pair conversion
071122		7121		swift  
071122		7123		automated Palomar 60-inch
071122		7124		 Gemini North
071227		7147		swift  
071227		7149		robotic 60-cm REM
071227		7151		  Magellan/Baade
071227		7154		  Magellan/Baade
080109		7162		  TNG
080109		7181		  P5
080109		7184		 Nordic Optical
080109		7187		 CrAO 2.6
080109		7188		 NASA Infrared
080109		7190		Westerbork Synthesis Radio
080109		7191		1.2 m Cassegrain
080109		7193		Westerbork Synthesis Radio
080109		7201		Giant Meterwave Radio
080109		7212		 ARC 3.5-m
080109		7330		Giant Metrewave Radio
080129		7226		swift  
080129		7231		 2.2m MPI/ESO
080129		7232		 2.2m MPI/ESO
080129		7234		 TAROT robotic
080129		7238		Katzman Automatic Imaging
080129		7241		 1.5m OSN
080205		7250		swift  
080205		7251		Katzman Automatic Imaging
080205		7258		 Isaac Newton
080205		7260		152 cm Loiano
080205		7275		 Russian-Turkish 1.5-m
080205		7278		080205: GAO 150cm
080205		7278		 150 cm
080205		7332		  1.5m
080205		7332		CrAO Shajn 2.6m
080210		7280		 TAROT robotic
080210		7281		swift  
080210		7283		 2.2m MPI/ESO
080210		7288		robotic 0.6-m Super-LOTIS
080210		7290		GRB 080210: Hobby-Eberly
080210		7290		  Hobby-Eberly
080210		7401		  1.5m
080310		7381		Katzman Automatic Imaging
080310		7382		swift  
080310		7383		Katzman Automatic Imaging
080310		7384		 Magellan/Clay 6.5-m
080310		7385		robotic 60-cm REM
080310		7386		  1.3m
080310		7387		 0.6m Super-LOTIS
080310		7390		 Large Binocular
080310		7395		 Lulin 1m
080310		7409		 Large Binocular
080310		7410		observation by MITSuME
080310		7410		 50cm MITSuME
080310		7413		080310: GAO 150cm
080310		7413		 150 cm
080310		7414		 Large Binocular
080310		7415		 Lulin 1m
080310		7423		 Large Binocular
080310		7423		MDM 2.4-m Hiltner
080310		7423		r mag error
080310		7523		 Large Binocular
080310		7631		 35cm robotic
080319		7426		swift  
080319		7427		swift  
080319		7429		automated Palomar 60-inch
080319		7431		robotic 60-cm REM
080319		7432		robotic 0.6-m Super-LOTIS
080319		7433		SUBJECT: GRB080319B Liverpool
080319		7433		 2-m Liverpool
080319		7435		Mt. Lemmon 1m
080319		7437		  Gemini-South
080319		7440		robotic 60-cm REM
080319		7442		swift  
080319		7443		robotic 0.6-m Super-LOTIS
080319		7452		REM robotic 60-cm
080319		7452		repointing of REM
080319		7453		swift  
080319		7456		GRB 080319B: Hobby-Eberly
080319		7456		  Hobby-Eberly
080319		7469		 1.2m Mercator
080319		7471		 Lulin 1-m
080319		7476		 1.2m Mercator
080319		7481		Westerbork Synthesis Radio
080319		7484		Meade LX200 0.3-m
080319		7484		on a 0.2-m
080319		7484		Optical Systems 0.4-m
080319		7485		GRB 080319B: Allen
080319		7485		  Allen
080319		7485		  Allen
080319		7500		 152 cm
080319		7501		 152 cm
080319		7502		repointing of REM
080319		7503		 2.2m ESO/MPI
080319		7507		Westerbork Synthesis Radio
080319		7519		  0.7m
080319		7528		 35cm robotic
080319		7635		SUBJECT: GRB080319A: MAGIC
080319		7635		Imaging Atmospheric Cherenkov
080319		7635		  
080319		7636		  Liverpool
080319		7636		  Faulkes
080319		7636		first images :
080319		8883		1 km^3 neutrino
080325		27160		Katzman Automatic Imaging
080325		7512		swift  
080325		7516		 1.5m OSN
080325		7520		 2.2m ESO/MPI
080325		7522		3-color 50cm MITSuME
080325		7524		  Subaru
080325		7529		  1.0m
080325		7563		 152 cm
080330		7536		 TAROT robotic
080330		7537		swift  
080330		7539		GRB 080330: Liverpool
080330		7539		 2-m Liverpool
080330		7545		 2.2m ESO/MPI
080330		7546		  1.0m
080330		7547		Confirmation from Hobby-Eberly
080330		7547		  Hobby-Eberly
080330		7553		  1.3m
080330		7554		robotic 60-cm REM
080330		7556		  Zeiss-2m
080330		7559		  1-m
080330		7580		 Dark Internet
080330		7585		SUBJECT: GRB080330: MAGIC
080330		7585		Imaging Atmospheric Cherenkov
080330		7585		  
080411		7584		swift  
080411		7586		 2.2m ESO/MPI
080411		8439		Astronomy / Australia
080411		8439		Chris Phillips (Australia
080411		8439		Mark Wieringa (Australia
080411		8439		  Australia
080411		8439		  Australia
080411		8439		Array (/ Parkes
080411		8439		telescope / Mopra
080411		8439		  Australia
080413		7594		swift  
080413		7595		 TAROT robotic
080413		7597		robotic 60-cm REM
080413		7598		swift  
080413		7599		 2.2m ESO/MPI
080413		7600		robotic 60-cm REM
080413		7603		 BOOTES-1 0.3m
080413		7609		  1.3m
080413		7615		 Gemini South
080413		7616		 Gemini South
080413		7622		 1.8m MOA-II
080413		7625		GRB 080413A: Liverpool
080413		7625		Telescope and Faulkes
080413		7625		  Liverpool
080413		7625		  Faulkes
080413		7625		magnitudes reported below.
080413		7626		GRB 080413B: Faulkes
080413		7626		 2-m Faulkes
080413		7648		 BOOTES-1 0.3m
080413		7648		  1.5m
080430		7646		 TAROT robotic
080430		7647		swift  
080430		7648		 BOOTES-1 0.3m
080430		7648		  1.5m
080430		7650		2.2m Calar Alto
080430		7651		 0.5m D50
080430		7651		N. Copernicus Observatory
080430		7654		GRB 080430: Hobby-Eberly
080430		7654		  Hobby-Eberly
080430		7654		 Calar Alto
080430		7657		a 0.4-meter RC
